not_sold,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,num_bed,year_built,longitude,latitude,num_room,num_bath,living_area,house,plex,chalet,loft,condo,num_parking,accessible_buildings,family_quality,art_expos,emergency_shelters,emergency_water,Facilities,fire_stations,Cultural,Monuments,police_stations,Vacant,Free_Parking,askprice
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2007,-73.549564863754260000,45.526554037836390000,5,1,85.47,0,0,0,0,1,1,5,157,208,29,220,216,35,65,41,18,43,52,300000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1922,-73.609813299999980000,45.543491100000000000,5,1,88.26,0,0,0,0,1,0,5,181,216,36,276,215,43,71,44,26,43,52,305000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1982,-73.564827299999990000,45.520403100000000000,5,1,0,0,0,0,0,1,0,4,171,211,29,242,216,38,68,42,20,43,52,265000
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,-73.585621975393680000,45.480931970761254000,3,1,53.61,0,0,0,0,1,0,5,135,216,30,228,216,36,65,41,18,43,45,225000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,-73.551832300000000000,45.550758900000000000,0,3,0,0,1,0,0,0,0,7,152,197,29,211,216,33,59,41,20,43,50,525000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1988,-73.591939487696830000,45.462977900473460000,6,1,104.98,1,0,0,0,0,0,4,118,214,29,203,216,32,57,33,18,43,39,249000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,-73.557758700000020000,45.479914600000000000,0,2,0,0,1,0,0,0,0,5,123,211,23,194,216,33,60,41,17,43,41,568000
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,-73.615427700000000000,45.531491500000000000,5,1,0,0,0,0,0,1,1,5,175,220,37,282,215,44,75,44,24,43,53,345500
0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2013,-73.662969589495330000,45.443510149284684000,0,1,121.80,0,0,0,0,1,0,4,69,113,21,147,8,17,29,9,12,5,15,297000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2012,-73.538282340197720000,45.473395280253264000,5,2,0,0,0,0,0,1,1,5,87,194,18,141,216,23,51,37,11,43,38,690000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2013,-73.538303797869840000,45.473515656013800000,0,1,0,0,0,0,0,1,1,5,87,194,18,141,216,23,52,37,11,43,38,449000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2013,-73.549727500000000000,45.512735200000000000,0,1,75.25,0,0,0,0,1,0,4,148,208,27,206,216,35,67,41,19,43,52,373400
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,-73.663421999999970000,45.431068000000000000,7,2,130.06,1,0,0,0,0,0,4,57,87,19,123,2,15,24,5,9,0,6,385000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,-73.575670100000020000,45.463393100000000000,0,1,0,0,1,0,0,0,0,4,114,192,24,192,216,31,57,32,17,43,40,399000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-73.602368500000010000,45.556888300000000000,0,0,0,0,1,0,0,0,0,6,170,211,33,251,215,40,69,44,22,43,52,499000
0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1982,-73.619851700000030000,45.628717700000000000,5,1,99.87,0,0,0,0,1,1,1,87,31,15,115,0,17,24,14,9,0,21,249900
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1910,-73.595683869311530000,45.521255487415420000,4,1,91.04,0,0,0,0,1,0,5,175,223,36,287,216,43,74,44,23,43,53,379000
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1910,-73.669213500000010000,45.558963600000000000,8,2,170.01,1,0,0,0,0,0,5,92,62,20,164,2,23,36,13,14,0,38,589000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1981,-73.660281300000000000,45.460308600000000000,3,1,522.3,0,0,0,0,1,1,4,84,145,23,176,27,25,39,14,16,14,26,175000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,-73.500031600000000000,45.643229500000000000,0,1,0,0,1,0,0,0,0,4,48,10,12,51,0,9,11,0,4,0,2,424900
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2013,-73.583655900000000000,45.537253400000000000,0,1,0,0,0,0,0,1,0,4,182,217,34,274,216,42,74,44,22,43,53,249000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1956,-73.618088899999970000,45.421037000000000000,8,1,179.49,1,0,0,0,0,0,3,63,130,18,124,32,16,27,12,9,17,11,449000
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-73.565858602523750000,45.528978578894790000,1,1,0,0,0,0,0,1,0,5,173,210,31,246,216,37,68,42,21,43,52,165000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1991,-73.555368201896270000,45.515417812413190000,3,1,0,0,0,0,0,1,0,4,164,210,29,227,216,36,68,41,20,43,52,179900
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2013,-73.557630700000000000,45.542569400000000000,4,1,65.40,0,0,0,0,1,1,5,162,207,30,229,216,37,66,42,19,43,51,238500
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1930,-73.584565300000010000,45.529968800000000000,0,1,74.32,0,0,0,0,1,0,5,179,218,34,274,216,43,75,44,23,43,53,249000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1986,-73.570426600000020000,45.490411500000000000,4,1,74.42,0,0,0,0,1,0,5,135,214,27,219,216,37,63,41,18,43,48,258000
0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2009,-73.588013648986820000,45.476668741293636000,4,1,71,0,0,0,0,1,0,5,133,228,28,220,216,35,66,43,18,43,43,269500
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2012,-73.652763300000000000,45.541140100000000000,0,0,109.07,0,0,0,0,1,0,5,121,138,28,224,90,33,51,24,18,19,47,275000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,-73.616944399999970000,45.536859600000000000,6,1,92.90,0,0,0,0,1,0,5,175,215,37,282,214,44,71,44,25,43,52,310000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,-73.581334200000010000,45.521053500000010000,0,2,0,0,1,0,0,0,0,4,176,214,32,259,216,41,73,43,23,43,53,420000
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,-73.563584089279120000,45.503639962572110000,2,1,50.17,0,0,0,0,1,0,4,147,211,28,222,216,34,63,41,19,43,52,239000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2011,-73.564708209787000000,45.478322159969050000,5,1,80.83,0,0,0,0,1,0,5,127,212,23,201,216,34,61,41,17,43,41,259500
0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1924,-73.623525100000000000,45.540977300000000000,7,1,104.05,0,0,0,0,1,1,5,170,206,38,274,207,44,72,43,23,43,52,319000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2013,-73.554904460906980000,45.547927154855170000,0,2,0,0,0,0,0,1,0,6,157,203,29,219,216,36,63,41,20,43,51,329000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-73.569575900000000000,45.557578400000000000,3,1,57.51,0,0,0,0,1,0,7,162,206,31,228,216,37,67,44,19,43,52,184500
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2011,-73.684598922991430000,45.437216823651380000,0,0,0,0,0,0,0,1,0,3,49,81,19,118,0,14,22,4,7,0,4,245100
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2013,-73.583655900000000000,45.537253400000000000,0,1,69.14,0,0,0,0,1,0,4,182,217,34,274,216,42,74,44,22,43,53,199000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2005,-73.630801300000030000,45.551749800000000000,0,1,62.25,0,0,0,0,1,0,5,162,193,34,257,198,41,70,39,24,42,51,194000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2001,-73.579106000000000000,45.528975000000000000,7,2,124.30,0,0,0,0,1,0,4,176,214,33,263,216,40,72,44,22,43,53,455000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1874,-73.579008700000030000,45.507697100000000000,5,1,85.47,0,0,0,0,1,9,5,155,218,29,250,216,39,66,42,20,43,53,385000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1983,-73.583770399999990000,45.645812000000000000,5,1,83.33,0,0,0,0,1,0,4,87,35,17,114,0,14,26,10,7,0,15,155000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1985,-73.870422286369320000,45.460196122275086000,7,1,109.25,1,0,0,0,0,0,1,10,3,13,58,0,11,2,0,4,0,0,359900
0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1956,-73.818643100000030000,45.444020800000000000,7,2,125.42,1,0,0,0,0,0,1,12,3,13,59,0,11,2,0,4,0,0,379500
0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,-73.692943000000010000,45.542384700000000000,0,2,0,0,1,0,0,0,0,5,71,41,15,126,0,18,27,8,11,0,18,495000
0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2012,-73.497748500000000000,45.638662000000000000,4,1,0,0,0,0,0,1,0,4,53,17,12,54,0,9,13,0,5,0,2,199900
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2010,-73.598977359248070000,45.566124452571714000,3,1,0,0,0,0,0,1,0,5,169,203,32,239,215,40,70,42,20,43,51,140500
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2013,-73.662969589495330000,45.443495094319400000,0,1,83.89,0,0,0,0,1,0,4,69,113,21,147,8,17,29,9,12,5,15,211900
0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2007,-73.543384100000030000,45.551978000000000000,5,1,112.41,0,0,0,0,1,0,7,135,193,25,188,216,33,54,40,18,43,50,369000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2011,-73.618959099999980000,45.543783500000000000,6,1,87.80,0,0,0,0,1,0,5,174,209,38,274,210,43,70,43,24,43,52,282500
0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2004,-73.623063800000010000,45.534827100000000000,5,1,107.30,0,0,0,0,1,1,5,171,211,37,280,210,44,73,43,24,43,53,445000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2011,-73.546033999999960000,45.542202400000000000,5,1,81.75,0,0,0,0,1,0,5,142,198,26,197,216,32,57,40,18,43,51,289000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1998,-73.832166100000000000,45.504786000000000000,0,3,157.38,1,0,0,0,0,0,3,12,3,12,53,0,10,2,0,4,0,0,349900
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1959,-73.897518100000010000,45.423347400000000000,12,2,102.19,1,0,0,0,0,0,1,10,3,14,41,0,8,1,0,3,0,0,419000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-73.564281463623050000,45.489501613357890000,0,1,0,0,0,0,0,1,0,5,131,212,26,211,216,36,62,41,17,43,46,279900
0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2008,-73.576254599999970000,45.456417700000000000,5,1,0,0,0,0,0,1,0,4,105,201,23,178,216,31,51,32,16,43,39,313000
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1955,-73.691457099999980000,45.502482699999990000,8,2,91.79,1,0,0,0,0,0,5,74,89,23,141,2,21,30,10,12,0,18,495000
0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-73.569491400000000000,45.514291500000000000,5,1,88,0,0,0,0,1,0,4,165,212,29,245,216,38,68,42,20,43,52,350000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1990,-73.887222500000010000,45.447251900000000000,11,2,250.84,1,0,0,0,0,0,1,10,3,16,57,0,9,2,0,4,0,0,580000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1910,-73.603117200000040000,45.539623700000000000,5,1,87.42,0,0,0,0,1,0,5,182,218,36,282,216,42,71,44,23,43,52,370000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1988,-73.521147100000010000,45.591459500000000000,3,1,0,0,0,0,0,1,1,5,114,117,20,138,171,22,40,26,10,20,20,154000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2012,-73.538614511708150000,45.473503952899960000,4,2,0,0,0,0,0,1,1,5,88,194,18,141,216,24,53,37,11,43,38,505000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-73.569575900000000000,45.557578400000000000,3,1,57.51,0,0,0,0,1,0,7,162,206,31,228,216,37,67,44,19,43,52,179900
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1929,-73.564242799999990000,45.472315300000010000,5,1,97.55,0,0,0,0,1,0,5,121,211,24,192,216,32,60,41,17,43,41,279000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-73.569953800000010000,45.537378100000000000,3,1,0,0,0,0,0,1,0,5,177,214,33,257,216,40,71,42,22,43,52,209000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,-73.576625999999980000,45.452887800000000000,6,1,150.97,0,0,0,0,1,0,4,101,197,23,171,216,29,49,31,16,43,37,346900
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1958,-73.836812303408860000,45.508122137972560000,10,2,109.00,1,0,0,0,0,0,3,12,3,12,53,0,10,2,0,4,0,0,305000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1981,-73.876153400000020000,45.463820100000000000,8,1,202.90,1,0,0,0,0,0,1,10,3,15,58,0,11,2,0,4,0,0,349900
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1954,-73.491581399999970000,45.660469900000000000,14,2,148.64,1,0,0,0,0,0,3,39,7,9,35,0,6,8,0,3,0,0,399000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,-73.710763700000030000,45.513483800000000000,5,1,0,0,0,0,0,1,1,5,52,76,18,115,0,18,17,9,9,0,2,434000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1987,-73.579092000000000000,45.601995000000000000,4,1,0,0,0,0,0,1,0,5,139,108,25,189,136,29,53,30,18,16,44,229000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2008,-73.619719000000030000,45.532100600000000000,0,1,62.71,0,0,0,0,1,0,5,173,215,38,281,210,45,76,43,24,43,53,248000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2007,-73.581114099999980000,45.474638400000000000,4,1,0,0,0,0,0,1,1,5,130,214,27,215,216,34,64,41,18,43,43,389000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2003,-73.504047244457980000,45.685526067041565000,0,2,177.91,1,0,0,0,0,0,3,29,7,7,30,0,5,7,0,2,0,0,557500
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1942,-73.601116999999990000,45.552413000000000000,5,1,83.89,0,0,0,0,1,0,5,173,214,34,259,216,42,72,44,22,43,52,369000
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,-73.554461600000000000,45.615140900000000000,10,2,119.66,1,0,0,0,0,0,4,120,72,25,162,76,21,42,16,12,7,26,379000
0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2010,-73.618774700000020000,45.543703099999990000,0,1,98.85,0,0,0,0,1,0,5,174,208,38,274,210,43,70,43,24,43,52,347000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1910,-73.580733500000010000,45.531683600000000000,5,1,92.90,0,0,0,0,1,0,4,178,216,34,266,216,42,74,44,22,43,53,360000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,-73.557051099999960000,45.611621700000000000,0,0,0,0,1,0,0,0,0,5,124,79,25,169,97,21,44,16,13,8,28,495500
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2013,-73.538487195837660000,45.474549958122830000,5,1,0,0,0,0,0,1,1,5,88,196,18,143,216,24,53,37,11,43,38,411000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2008,-73.659294600000010000,45.560080500000000000,7,2,95.88,1,0,0,0,0,0,4,106,98,22,192,8,25,39,15,16,0,42,479000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2009,-73.571685699999990000,45.551270800000000000,5,1,78.13,0,0,0,0,1,0,6,170,208,32,238,216,40,67,44,22,43,52,319000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1947,-73.576641082763670000,45.555410139429500000,11,3,159.61,1,0,0,0,0,0,6,168,207,31,238,216,39,68,44,21,43,52,479000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1958,-73.546906299999990000,45.601796200000000000,0,2,0,1,0,0,0,0,0,5,129,114,24,170,156,24,50,26,14,17,28,337000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1993,-73.784120900000000000,45.502633499999990000,0,1,148.64,1,0,0,0,0,0,3,12,9,11,61,0,11,6,0,6,0,0,325000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2010,-73.593170800000000000,45.535325600000000000,3,1,59.92,0,0,0,0,1,0,5,184,221,34,285,216,43,75,44,23,43,53,220000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2008,-73.545422799999980000,45.548616600000000000,4,1,65.78,0,0,0,0,1,0,7,144,196,27,196,216,33,56,40,20,43,50,211000
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,-73.629493000000020000,45.509298500000000000,3,1,52.68,0,0,0,0,1,0,5,159,234,37,293,204,42,75,45,23,43,53,179500
0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,-73.622974900000030000,45.544244300000000000,0,1,0,0,1,0,0,0,0,5,171,205,36,270,207,44,72,43,24,43,52,599000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2012,-73.537977962150760000,45.473791249494870000,4,1,0,0,0,0,0,1,1,5,87,194,18,139,216,23,52,37,11,43,38,365000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-73.566769659573770000,45.486608329106105000,0,1,0,0,0,0,0,1,0,5,132,212,25,214,216,36,63,41,17,43,44,251583
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999,-73.703785299999990000,45.512923500000000000,8,1,0,1,0,0,0,0,0,5,61,81,20,120,0,19,22,10,10,0,9,419000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1978,-73.540460900000000000,45.461018400000000000,4,2,104.79,0,0,0,0,1,1,4,76,175,14,130,216,23,46,26,10,43,28,349000
0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1910,-73.543715499999960000,45.543048400000000000,10,1,222.97,0,0,0,0,1,0,5,139,198,26,189,216,32,57,40,18,43,51,378000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1946,-73.639235758335870000,45.602495113228110000,7,1,139.35,1,0,0,0,0,0,2,99,52,19,149,0,22,33,18,12,0,37,329000
0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1910,-73.589261599999990000,45.524647100000000000,7,2,134.06,0,0,0,0,1,0,5,177,221,33,273,216,43,73,44,23,43,53,479000
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,-73.805487999999970000,45.447676400000000000,9,2,213.68,1,0,0,0,0,0,3,12,6,13,60,0,11,2,0,4,0,0,585000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2012,-73.538015898448060000,45.473835787655530000,4,2,104.05,0,0,0,0,1,1,5,87,194,18,141,216,24,52,37,11,43,38,510000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1989,-73.705651600000010000,45.523136500000000000,6,1,0,0,0,0,0,1,1,5,60,43,16,116,0,19,20,8,10,0,6,204800
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-73.628918900000030000,45.541023200000000000,0,0,0,0,1,0,0,0,0,5,165,198,35,268,201,43,73,40,22,43,52,468500
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2011,-73.557617100000020000,45.572604600000000000,5,1,83.61,0,0,0,0,1,1,6,143,186,26,199,215,32,60,36,18,43,50,435000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2014,-73.558274400000000000,45.480884300000000000,0,1,68.75,0,0,0,0,1,0,5,123,211,23,198,216,35,61,41,17,43,41,244000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2009,-73.561005799999970000,45.496573400000000000,3,1,0,0,0,0,0,1,0,5,137,211,26,210,216,34,61,41,18,43,49,234900
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2011,-73.584307099999990000,45.545656600000000000,4,1,74.97,0,0,0,0,1,0,5,180,214,34,259,216,42,72,44,23,43,52,239000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1992,-73.554797172546380000,45.459468410829400000,4,1,68.01,0,0,0,0,1,1,4,93,179,20,155,216,26,48,27,14,43,36,264000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1910,-73.539759199999990000,45.545771200000000000,4,1,61.32,0,0,0,0,1,0,6,134,194,24,184,216,31,54,40,18,43,50,165000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,-73.641316500000020000,45.485669400000000000,0,3,0,0,1,0,0,0,0,5,132,226,32,246,163,36,64,33,20,36,41,399000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,-73.523212599999970000,45.603962499999990000,0,2,0,0,1,0,0,0,0,5,106,70,20,131,108,19,34,15,10,9,20,579000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1989,-73.550613800000010000,45.463735300000000000,5,1,0,0,0,0,0,1,5,4,95,185,18,156,216,25,48,29,15,43,38,347000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,-73.548154599999970000,45.575458400000000000,0,3,0,0,1,0,0,0,0,6,140,183,29,186,215,32,56,35,18,43,50,465000
0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1923,-73.590012800000010000,45.528893300000000000,5,1,96.06,0,0,0,0,1,0,5,180,221,34,278,216,44,76,44,23,43,53,399000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,-73.567550100000000000,45.554291700000000000,0,2,0,0,1,0,0,0,0,7,161,205,31,232,216,39,65,42,20,43,52,595000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-73.561416100000000000,45.492760500000000000,0,1,0,0,0,0,0,1,0,5,135,213,26,206,216,36,62,41,17,43,48,267000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,-73.629299500000000000,45.544641700000000000,0,1,0,0,1,0,0,0,0,5,165,198,35,265,201,43,73,40,22,43,52,575000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2013,-73.558579600000000000,45.491359400000000000,0,1,0,0,0,0,0,1,0,5,129,212,26,199,216,34,62,41,17,43,45,245000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1920,-73.598294556140960000,45.537625151917480000,5,1,74.32,0,0,0,0,1,0,5,183,220,36,288,216,43,74,44,23,43,53,299000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2008,-73.565112152917500000,45.543865305245140000,6,1,0,0,0,0,0,1,1,5,168,210,32,240,216,41,68,42,22,43,52,449000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,-73.531714900000000000,45.601679300000000000,0,1,0,0,1,0,0,0,0,5,116,94,23,147,137,21,39,22,12,12,20,369000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-73.650885899999990000,45.556797000000000000,0,0,0,0,1,0,0,0,0,3,120,126,24,212,32,29,50,25,17,9,45,365000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,-73.671393200000010000,45.554413800000000000,0,2,0,0,1,0,0,0,0,5,90,69,20,164,3,23,37,13,14,0,37,515000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1921,-73.607112200000020000,45.479589000000000000,10,2,146.2,0,0,0,0,1,0,5,137,252,31,245,216,37,65,43,18,43,44,699000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2010,-73.534073600000000000,45.605691500000000000,5,1,81.75,0,0,0,0,1,0,5,115,80,23,145,114,21,39,18,11,11,20,212500
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2008,-73.608385100000020000,45.425226200000000000,5,1,85.90,0,0,0,0,1,1,3,69,147,21,128,56,19,34,16,9,23,19,309000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2006,-73.620167299999990000,45.536421200000000000,3,2,107.58,0,0,0,0,1,1,5,175,210,38,280,210,44,72,43,24,43,52,499000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1981,-73.620829599999980000,45.628519300000000000,4,2,73.33,0,0,0,0,1,1,1,87,30,15,113,0,16,24,13,9,0,21,215000
0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2001,-73.562814300000010000,45.553402400000000000,5,1,96.80,0,0,0,0,1,0,7,158,205,30,228,216,39,64,42,21,43,51,299000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2007,-73.549327623278830000,45.526387153879590000,4,1,0,0,0,0,0,1,0,5,156,208,29,220,216,35,65,41,18,43,52,199900
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1945,-73.610476699999990000,45.494272700000000000,5,1,0,0,0,0,0,1,0,6,161,251,35,285,216,39,73,45,23,43,53,249000
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,-73.865509699999960000,45.496277500000000000,10,2,167.23,1,0,0,0,0,0,1,12,3,12,55,0,10,2,0,4,0,0,440000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,-73.573406256414040000,45.603885920084600000,0,4,0,0,1,0,0,0,0,5,136,105,26,189,133,28,53,29,18,14,41,469000
0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2010,-73.585941920901520000,45.481419493466700000,5,1,0,0,0,0,1,0,1,6,135,217,30,228,216,36,65,41,18,43,45,424000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1927,-73.620576373016320000,45.539306988152280000,4,1,0,0,0,0,0,1,0,5,174,210,38,278,210,44,72,43,25,43,52,239900
0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2009,-73.530063600000000000,45.586013500000000000,0,1,0,0,0,0,0,1,1,5,120,130,22,156,186,23,47,28,14,26,30,299500
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1985,-73.568647100000020000,45.492769500000000000,0,1,116.13,1,0,0,0,0,0,5,140,213,27,221,216,37,63,41,19,43,50,474000
0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2001,-73.586445900000000000,45.537138300000000000,7,1,0,0,0,0,0,1,0,5,182,219,34,279,216,43,75,44,22,43,53,499000
0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2012,-73.564426599999990000,45.478486500000000000,3,1,82.22,0,0,0,0,1,0,5,127,212,23,201,216,34,61,41,17,43,41,279000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1927,-73.573889700000000000,45.449379500000000000,5,1,78.04,0,0,0,0,1,0,4,94,194,22,165,216,26,47,30,15,43,35,210000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1928,-73.607487100000010000,45.551368000000000000,5,1,0,1,0,0,0,0,0,5,176,215,35,261,215,42,71,44,23,43,52,305000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2006,-73.620988700000000000,45.529180400000000000,3,1,73.39,0,0,0,1,0,0,5,166,215,35,282,210,44,76,43,23,43,53,212000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2003,-73.594982599999980000,45.529991100000000000,6,1,101.08,0,0,0,0,1,0,5,182,222,35,285,216,44,74,44,23,43,53,329000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,-73.627646099999990000,45.569302200000000000,0,2,0,0,1,0,0,0,0,5,158,165,33,232,173,36,62,33,22,35,48,489000
